0.8137684450011875,353
0.2125759199989261,72
1.6745067490010115,741
5.172498115998678,2352
13.832177143998706,6259
2.4513421279989416,1109
12.005800945000374,5426
15.58661740000025,7000
10.458700078999755,4547
3.668279741999868,1658
9.094227802001114,4135
5.6070042030005425,2533
3.0871824720015866,1399
5.524866095000107,2501
0.01570606399945973,3
15.419379501001458,7069
2.715918327001418,1200
2.464480877999449,1123
1.0937348699990252,477
19.39618031700047,8928
1.151544518999799,513
5.41042384299908,2432
8.596077565998712,4018
7.949458225000853,3663
3.559281120999003,1642
7.497968313000456,3394
4.432459102999928,1998
3.964405333999821,1830
9.237969493999117,4287
4.495172195000123,1999
5.583846879999328,2510
7.738175312999374,3464
26.754771132000315,11908
7.265812573999938,3246
1.0812556779983424,462
7.920389287999569,3642
1.814219210000374,822
1.7289175579990115,771
4.2723265799995715,1936
12.37565220400029,5670
